"Sample Group","Source","Source ID","Well #","Site ID","Sample ID","Sample Date","Sample Type","# Samples","# Results","Sample Time","Description","Date Reported","Source","Collector","Lab ID","Lab","Reason for No Results","Lab Comments"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","726495","04/18/2002","Compliance","1","5","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","726493","04/18/2002","Compliance","1","5","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","720808","04/02/2002","Compliance","1","1","1300","","04/29/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","720809-10","04/02/2002","Raw Water","1","2","1300","","04/29/2002","Well","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","713182","03/12/2002","Compliance","1","6","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","713178","03/12/2002","Compliance","1","6","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","713180","03/12/2002","Compliance","1","6","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","713184","03/12/2002","Compliance","1","6","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","713181","03/12/2002","Compliance","1","5","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","713179","03/12/2002","Compliance","1","5","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","713183","03/12/2002","Compliance","1","5","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","713177","03/12/2002","Compliance","1","5","1300","","04/15/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","711030","03/06/2002","Compliance","1","1","1300","","03/20/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","711031-32","03/06/2002","Raw Water","1","2","1300","","03/20/2002","Well","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","708430-32","02/26/2002","Compliance","1","17","1300","","04/03/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Radioactivity","Entry Point","100","(none)","","81440","02/26/2002","Grab","1","2","1300","","04/11/2002","Entry Point","A EVERT","113133790","Wisconsin State Laboratory of Hygiene","",""
"Radioactivity","Entry Point","100","(none)","","RL081440","02/26/2002","Grab","1","2","1300","","04/24/2002","Entry Point","A EVERT","113133790","Wisconsin State Laboratory of Hygiene","",""
"Synthetic Organics","Entry Point","100","(none)","","708422-23+25-29","02/26/2002","Compliance","1","39","1300","","04/03/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Synthetic Organics","Entry Point","100","(none)","","708433","02/26/2002","Compliance","1","1","1300","","05/03/2002","Entry Point","EVERT, A","999869530","Eno River Labs, LLC","","iced/wet"
"Volatile Organics","Entry Point","100","(none)","","708424","02/26/2002","Compliance","1","42","1300","","04/03/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","703471","02/12/2002","Compliance","1","1","1300","","03/11/2002","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced"
"Total Organic Carbon Raw Water","Well","1","(none)","","702339+3470","02/12/2002","Raw Water","1","2","1300","","03/11/2002","Well","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","668724","10/24/2001","Compliance","1","5","1300","","11/20/2001","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","637471","07/31/2001","Compliance","1","5","1300","","08/29/2001","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","598050","04/24/2001","Compliance","1","5","1300","","05/22/2001","Distribution System","A. EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","572962+64","02/08/2001","Compliance","1","16","1330","","03/05/2001","Entry Point","A. EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","572961","02/08/2001","Compliance","1","5","1300","","03/05/2001","Distribution System","A. EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","546053","10/31/2000","Compliance","1","5","1300","","11/28/2000","Distribution System","A. EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","518457","07/31/2000","Compliance","1","5","1300","","08/23/2000","Distribution System","A. EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","492202","05/08/2000","Compliance","1","5","1300","","06/05/2000","Distribution System","A. EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","47478889","02/29/2000","Compliance","1","16","1300","","03/28/2000","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","474786","02/29/2000","Compliance","1","5","1300","","03/28/2000","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","454721","11/22/1999","Compliance","1","5","1300","","12/20/1999","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","429365","08/09/1999","Compliance","1","5","1300","","09/10/1999","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","408399","05/11/1999","Compliance","1","5","1300","","06/11/1999","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","1","(none)","","392498","03/03/1999","Compliance","1","29","1300","","04/21/1999","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Synthetic Organics","Entry Point","100","(none)","","392499","03/03/1999","Compliance","1","40","1300","","04/21/1999","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Volatile Organics","Entry Point","100","(none)","","392499-D","03/03/1999","Compliance","1","0","1300","","04/21/1999","Entry Point","EVERT, A","998080930","Core Laboratories, Inc. (Indianapolis)","",""
"Volatile Organics","Entry Point","100","(none)","","392500","03/03/1999","Compliance","1","42","1300","","04/21/1999","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Entry Point","100","(none)","","392050","03/02/1999","Compliance","1","5","1300","","04/08/1999","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","361652","10/19/1998","Compliance","1","5","1400","","11/24/1998","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","341741","08/04/1998","Compliance","1","5","1400","","09/17/1998","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","326546","05/26/1998","Compliance","1","5","1400","","06/15/1998","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","30401718","01/29/1998","Compliance","1","2","1300","","02/27/1998","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Radioactivity","Distribution System","(none)","(none)","","29792","01/27/1998","Grab","1","2","900","","03/12/1998","Distribution System","","113133790","Wisconsin State Laboratory of Hygiene","",""
"Inorganics","Entry Point","1","(none)","","30348690","01/26/1998","Compliance","1","24","1300","","02/27/1998","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Synthetic Organics","Entry Point","1","(none)","","30348889","01/26/1998","Compliance","1","39","1300","","02/27/1998","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","303485","01/26/1998","Compliance","1","5","1300","","02/27/1998","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Volatile Organics","Entry Point","1","(none)","","303487","01/26/1998","Compliance","1","42","1300","","02/27/1998","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","288004","10/14/1997","Compliance","1","5","1300","","11/19/1997","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","271703","07/21/1997","Compliance","1","5","1300","","08/11/1997","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Fluoride from fluoridation","Entry Point","(none)","(none)","","II001337","07/13/1997","Compliance","1","2","800","","08/07/1997","Entry Point","","113133790","Wisconsin State Laboratory of Hygiene","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","259466","05/14/1997","Compliance","1","5","1030","","06/04/1997","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","24797172","02/04/1997","Compliance","1","2","1300","","02/26/1997","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","247973","02/04/1997","Compliance","1","5","1300","","02/26/1997","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","238135","10/22/1996","Compliance","1","5","1300","","11/14/1996","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","226703","07/29/1996","Compliance","1","5","1000","","09/05/1996","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","211758","04/04/1996","Compliance","1","5","1100","","05/14/1996","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Synthetic Organics","Entry Point","100","(none)","","61947","02/05/1996","Compliance","1","1","700","","02/19/1996","Entry Point","EVERT,A","111111111","UNCERTIFIED OR UNKNOWN CHEM LAB","",""
"Inorganics","Entry Point","100","(none)","","203807","01/22/1996","Compliance","1","2","1100","","02/13/1996","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Synthetic Organics","Entry Point","100","(none)","","203797","01/22/1996","Compliance","1","42","1100","","02/13/1996","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","203804","01/22/1996","Compliance","1","5","1130","","02/12/1996","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Volatile Organics","Entry Point","100","(none)","","203796","01/22/1996","Compliance","1","42","1100","","02/13/1996","Entry Point","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","196000","11/03/1995","Compliance","1","5","1300","","12/04/1995","Distribution System","EVERT,A","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","188093","09/06/1995","Compliance","1","5","1300","","09/29/1995","Distribution System","HASSELDAHL,C","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","17828588","06/27/1995","Compliance","1","16","1100","","08/04/1995","Entry Point","HASSELDAHL,C","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","169967","04/27/1995","Compliance","1","5","1100","","05/31/1995","Distribution System","HASSELDAHL,C","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Volatile Organics","Entry Point","100","(none)","","169968","04/27/1995","Compliance","1","42","1130","","05/31/1995","Entry Point","HASSELDAHL,C","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","155768","02/21/1995","Compliance","1","5","1245","","03/28/1995","Distribution System","HASSELDAHL,C","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","14380506","12/06/1994","Compliance","1","5","1030","","01/17/1995","Distribution System","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","13455761","10/11/1994","Compliance","1","15","1030","","11/08/1994","Entry Point","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","7655","09/15/1994","Compliance","1","5","1245","","10/05/1994","Distribution System","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Volatile Organics","Entry Point","100","(none)","","O114361","05/25/1994","Compliance","1","42","1300","","08/03/1994","Entry Point","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","O5087","04/20/1994","Compliance","1","5","1030","","05/11/1994","Distribution System","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Radioactivity","Distribution System","(none)","(none)","","R013611","03/16/1994","Grab","1","2","1300","","05/11/1994","Distribution System","C HASSELDAHL","113133790","Wisconsin State Laboratory of Hygiene","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","O4137","02/22/1994","Compliance","1","5","1030","","03/10/1994","Distribution System","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Nitrate","Entry Point","100","(none)","","I2961","12/06/1993","Compliance","1","1","1000","","01/06/1994","Entry Point","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Synthetic Organics","Entry Point","100","(none)","","O9469670","12/06/1993","Compliance","1","44","1000","","01/06/1994","Entry Point","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","100","(none)","","O2961","12/06/1993","Compliance","1","5","1030","","01/06/1994","Distribution System","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Nitrate","Entry Point","100","(none)","","I1245","09/28/1993","Compliance","1","1","1100","","11/30/1993","Entry Point","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","O1246","09/28/1993","Compliance","1","5","1130","","11/30/1993","Distribution System","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Synthetic Organics","Entry Point","100","(none)","","O8443139","09/21/1993","Compliance","1","44","930","","11/30/1993","Entry Point","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","I14162","05/25/1993","Compliance","1","3","1100","","06/30/1993","Entry Point","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Synthetic Organics","Entry Point","100","(none)","","O6163543","05/25/1993","Compliance","1","44","1100","","06/30/1993","Entry Point","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","O14163","05/25/1993","Compliance","1","5","1200","","06/30/1993","Distribution System","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Inorganics","Entry Point","100","(none)","","I12623","03/11/1993","Compliance","1","29","1030","","04/28/1993","Entry Point","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Volatile Organics","Entry Point","100","(none)","","O12623","03/11/1993","Compliance","1","45","1030","","04/28/1993","Entry Point","C HASSELDAHL","460060920","BAY ENVIRONMENTAL - NOW UNCERTIFIED","",""
"Synthetic Organics","Entry Point","100","(none)","","O5491725","03/02/1993","Compliance","1","44","1100","","04/28/1993","Entry Point","C HASSELDAHL","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Synthetic Organics","Entry Point","100","(none)","","94576","08/14/1992","Compliance","1","8","1200","","03/10/1993","Entry Point","","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Distribution System","(none)","(none)","","IB065576","02/12/1991","Compliance","1","25","1320","","03/15/1991","Distribution System","WERDIN","113133790","Wisconsin State Laboratory of Hygiene","",""
"Inorganics","Distribution System","(none)","(none)","","IA098843","06/07/1990","Compliance","1","24","948","","08/07/1990","Distribution System","READING","113133790","Wisconsin State Laboratory of Hygiene","",""
"Volatile Organics","Well","(none)","(none)","","O45989","12/19/1989","Compliance","1","45","915","","01/17/1990","Well","C HASSELDAHL","113138520","En Chem, Inc. (Deming Way)","",""
"Volatile Organics","Well","(none)","(none)","","O39953","06/19/1989","Compliance","1","45","1200","","07/06/1989","Well","C HASSELDAHL","113138520","En Chem, Inc. (Deming Way)","",""
"Volatile Organics","Well","(none)","(none)","","O37556","03/21/1989","Compliance","1","45","1400","","04/19/1989","Well","C HASSELDAHL","113138520","En Chem, Inc. (Deming Way)","",""
